loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage
LN100221,2021-03-01,290643.4,3.536,660-699,80-90,20-30,NC,Purchase,Primary Residence,Condominium,Servicer_D,2021
LN100222,2022-12-01,432690.39,4.819,780+,80-90,0-20,DE,Purchase,Primary Residence,Single Family,Servicer_C,2022
LN100223,2019-05-01,332603.07,3.501,740-779,80-90,0-20,NM,Refinance,Investment,Single Family,Servicer_A,2019
LN100224,2023-01-01,658487.5,6.762,660-699,0-60,20-30,AZ,Purchase,Primary Residence,Multi Unit,Servicer_B,2023
LN100225,2020-02-01,333199.39,2.528,780+,80-90,20-30,AL,Purchase,Primary Residence,Multi Unit,Servicer_A,2020
LN100226,2023-08-01,736574.55,6.95,700-739,70-80,0-20,IL,Refinance,Primary Residence,Condominium,Servicer_A,2023
LN100227,2022-01-01,410367.98,5.376,700-739,60-70,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,2022
LN100228,2021-10-01,92600.85,2.321,780+,70-80,0-20,MO,Purchase,Second Home,Townhouse,Servicer_C,2021
LN100229,2019-03-01,1051073.59,5.135,620-659,70-80,0-20,FL,Purchase,Primary Residence,Multi Unit,Servicer_A,2019
LN100230,2021-03-01,182285.05,2.989,660-699,70-80,30-40,IL,Purchase,Investment,Single Family,Servicer_A,2021
LN100231,2023-12-01,569073.8,6.574,700-739,0-60,40-50,CA,Purchase,Primary Residence,Multi Unit,Servicer_C,2023
LN100232,2018-02-01,253711.38,4.982,660-699,70-80,20-30,VT,Refinance,Primary Residence,Condominium,Servicer_A,2018
LN100233,2023-04-01,448119.78,6.628,740-779,0-60,20-30,OR,Purchase,Primary Residence,Condominium,Servicer_E,2023
LN100234,2021-06-01,171194.02,3.393,660-699,0-60,30-40,HI,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN100235,2023-01-01,352700.91,7.339,620-659,0-60,30-40,CT,Refinance,Primary Residence,Single Family,Servicer_A,2023
LN100236,2022-08-01,217501.58,6.305,660-699,90-100,0-20,TX,Purchase,Primary Residence,Townhouse,Servicer_E,2022
LN100237,2021-01-01,595804.52,2.66,700-739,60-70,0-20,ND,Purchase,Primary Residence,Condominium,Servicer_C,2021
LN100238,2020-02-01,318215.37,3.535,660-699,60-70,20-30,VT,Purchase,Second Home,Single Family,Servicer_D,2020
LN100239,2022-05-01,418312.76,6.111,620-659,60-70,20-30,FL,Purchase,Primary Residence,Condominium,Servicer_B,2022
LN100240,2018-12-01,76036.89,4.694,780+,80-90,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,2018
LN100241,2022-02-01,238506.35,4.839,700-739,70-80,20-30,CO,Purchase,Primary Residence,Single Family,Servicer_C,2022
LN100242,2018-08-01,313332.31,4.668,700-739,90-100,20-30,MI,Purchase,Primary Residence,Condominium,Servicer_B,2018
LN100243,2022-07-01,282717.77,6.087,620-659,60-70,20-30,FL,Purchase,Primary Residence,Condominium,Servicer_C,2022
LN100244,2022-05-01,424154.33,4.345,700-739,0-60,20-30,AL,Purchase,Investment,Single Family,Servicer_A,2022
LN100245,2018-08-01,204427.54,4.938,660-699,70-80,30-40,MT,Purchase,Primary Residence,Single Family,Servicer_B,2018
LN100246,2023-04-01,256799.04,6.778,740-779,60-70,20-30,WI,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN100247,2020-11-01,478729.46,3.387,660-699,80-90,0-20,NC,Purchase,Primary Residence,Condominium,Servicer_D,2020
LN100248,2023-07-01,75000.0,6.381,780+,80-90,0-20,PA,Refinance,Primary Residence,Multi Unit,Servicer_B,2023
LN100249,2018-04-01,345711.18,3.718,780+,70-80,30-40,SD,Purchase,Primary Residence,Condominium,Servicer_E,2018
LN100250,2019-04-01,208059.53,4.784,620-659,90-100,20-30,WI,Purchase,Primary Residence,Condominium,Servicer_A,2019
LN100251,2021-06-01,151363.76,3.412,620-659,70-80,0-20,CT,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN100252,2019-04-01,300834.49,4.235,620-659,60-70,20-30,IL,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN100253,2020-04-01,491056.47,2.639,740-779,70-80,30-40,NM,Purchase,Second Home,Townhouse,Servicer_C,2020
LN100254,2022-08-01,442743.25,5.659,620-659,0-60,30-40,TN,Refinance,Primary Residence,Single Family,Servicer_D,2022
LN100255,2019-01-01,232095.46,3.555,780+,80-90,30-40,RI,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN100256,2022-09-01,404688.83,5.452,740-779,0-60,30-40,OR,Purchase,Primary Residence,Single Family,Servicer_B,2022
LN100257,2018-09-01,402984.57,4.072,740-779,60-70,20-30,KS,Refinance,Primary Residence,Condominium,Servicer_D,2018
LN100258,2019-03-01,238270.53,4.043,700-739,70-80,20-30,ME,Purchase,Primary Residence,Single Family,Servicer_A,2019
LN100259,2022-02-01,170761.29,4.467,780+,0-60,0-20,AR,Refinance,Primary Residence,Single Family,Servicer_C,2022
LN100260,2023-07-01,176281.51,7.033,620-659,0-60,30-40,KS,Refinance,Primary Residence,Condominium,Servicer_D,2023
LN100261,2019-03-01,396343.1,3.629,700-739,80-90,20-30,DE,Purchase,Primary Residence,Single Family,Servicer_A,2019
LN100262,2020-02-01,244271.47,2.439,700-739,0-60,0-20,WA,Purchase,Primary Residence,Single Family,Servicer_C,2020
LN100263,2024-06-01,140619.93,5.978,780+,70-80,30-40,CA,Purchase,Investment,Townhouse,Servicer_D,2024
LN100264,2024-12-01,98966.99,6.795,700-739,60-70,20-30,ME,Refinance,Investment,Multi Unit,Servicer_A,2024
LN100265,2022-01-01,395032.57,5.313,740-779,60-70,0-20,VT,Purchase,Second Home,Single Family,Servicer_B,2022
LN100266,2021-02-01,185069.75,2.574,660-699,60-70,20-30,WV,Refinance,Primary Residence,Single Family,Servicer_B,2021
LN100267,2020-06-01,299817.57,2.645,780+,80-90,30-40,ME,Purchase,Primary Residence,Single Family,Servicer_D,2020
LN100268,2022-04-01,494377.66,5.33,700-739,90-100,40-50,MS,Purchase,Primary Residence,Single Family,Servicer_C,2022
LN100269,2022-02-01,121699.2,5.061,700-739,0-60,20-30,NE,Purchase,Primary Residence,Townhouse,Servicer_B,2022
LN100270,2020-01-01,243870.02,3.333,780+,90-100,40-50,TN,Purchase,Investment,Condominium,Servicer_B,2020
LN100271,2018-02-01,227597.6,4.406,700-739,70-80,30-40,RI,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN100272,2019-01-01,308067.68,3.926,700-739,70-80,30-40,NE,Refinance,Primary Residence,Condominium,Servicer_A,2019
LN100273,2024-09-01,494228.97,7.477,700-739,80-90,30-40,ME,Purchase,Investment,Single Family,Servicer_A,2024
LN100274,2020-12-01,120332.94,4.047,620-659,80-90,20-30,ME,Refinance,Primary Residence,Single Family,Servicer_A,2020
LN100275,2021-05-01,342013.36,2.932,700-739,80-90,30-40,NC,Refinance,Primary Residence,Townhouse,Servicer_A,2021
LN100276,2021-04-01,440891.58,3.258,660-699,70-80,20-30,TN,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN100277,2023-06-01,225642.87,7.162,620-659,70-80,30-40,AR,Purchase,Primary Residence,Single Family,Servicer_C,2023
LN100278,2018-06-01,231797.71,4.066,780+,60-70,0-20,RI,Purchase,Investment,Townhouse,Servicer_A,2018
LN100279,2018-07-01,314696.31,4.495,700-739,0-60,30-40,MO,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN100280,2019-12-01,302206.43,3.53,700-739,70-80,40-50,DE,Refinance,Primary Residence,Single Family,Servicer_A,2019
LN100281,2021-05-01,344383.15,2.813,700-739,0-60,20-30,CA,Refinance,Primary Residence,Single Family,Servicer_B,2021
LN100282,2022-09-01,340414.91,5.205,700-739,60-70,40-50,KY,Refinance,Second Home,Single Family,Servicer_E,2022
LN100283,2021-06-01,145674.71,2.673,740-779,0-60,20-30,IL,Purchase,Investment,Single Family,Servicer_C,2021
LN100284,2021-02-01,430999.74,2.609,780+,60-70,0-20,CO,Purchase,Investment,Single Family,Servicer_A,2021
LN100285,2024-07-01,474941.51,6.483,780+,70-80,0-20,IA,Purchase,Investment,Single Family,Servicer_B,2024
LN100286,2019-02-01,276941.56,3.849,700-739,70-80,30-40,TN,Refinance,Primary Residence,Single Family,Servicer_C,2019
LN100287,2022-01-01,109911.5,5.62,700-739,70-80,20-30,OK,Purchase,Primary Residence,Condominium,Servicer_A,2022
LN100288,2021-10-01,234710.02,2.498,700-739,0-60,20-30,HI,Purchase,Investment,Townhouse,Servicer_E,2021
LN100289,2021-04-01,278212.21,2.564,700-739,70-80,30-40,ND,Purchase,Primary Residence,Condominium,Servicer_B,2021
LN100290,2023-08-01,133210.53,5.751,700-739,60-70,20-30,MN,Purchase,Primary Residence,Condominium,Servicer_A,2023
LN100291,2019-11-01,205076.89,3.869,740-779,80-90,20-30,PA,Purchase,Primary Residence,Townhouse,Servicer_C,2019
LN100292,2024-09-01,115158.31,6.594,700-739,70-80,30-40,IL,Purchase,Primary Residence,Single Family,Servicer_C,2024
LN100293,2020-04-01,349139.53,3.229,700-739,70-80,30-40,AR,Refinance,Primary Residence,Single Family,Servicer_B,2020
LN100294,2021-10-01,273892.68,2.369,700-739,70-80,30-40,KS,Refinance,Investment,Single Family,Servicer_E,2021
LN100295,2021-08-01,101117.19,3.166,700-739,90-100,20-30,WY,Purchase,Primary Residence,Single Family,Servicer_E,2021
LN100296,2023-12-01,303313.4,7.751,620-659,80-90,40-50,NV,Refinance,Primary Residence,Multi Unit,Servicer_A,2023
LN100297,2021-01-01,242349.52,2.901,660-699,70-80,0-20,AZ,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN100298,2019-12-01,332117.48,3.813,740-779,70-80,20-30,WI,Refinance,Primary Residence,Townhouse,Servicer_B,2019
LN100299,2018-02-01,201566.24,4.173,700-739,0-60,0-20,TN,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN100300,2020-07-01,160878.15,3.75,660-699,90-100,20-30,NV,Purchase,Primary Residence,Single Family,Servicer_C,2020
LN100301,2023-10-01,163611.77,6.889,700-739,60-70,30-40,PA,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN100302,2018-01-01,185948.04,4.476,740-779,60-70,30-40,GA,Purchase,Primary Residence,Single Family,Servicer_E,2018
LN100303,2024-04-01,252601.9,7.518,660-699,90-100,20-30,NJ,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN100304,2021-10-01,271194.99,2.666,740-779,80-90,0-20,VA,Refinance,Primary Residence,Condominium,Servicer_D,2021
LN100305,2018-12-01,225104.56,3.703,780+,0-60,30-40,MI,Refinance,Primary Residence,Single Family,Servicer_D,2018
LN100306,2020-02-01,198072.9,2.851,740-779,0-60,40-50,AK,Purchase,Primary Residence,Townhouse,Servicer_A,2020
LN100307,2021-11-01,206064.48,2.204,740-779,0-60,20-30,PA,Purchase,Primary Residence,Townhouse,Servicer_A,2021
LN100308,2020-03-01,992979.03,3.657,620-659,70-80,0-20,OR,Refinance,Primary Residence,Single Family,Servicer_A,2020
LN100309,2018-10-01,163622.52,3.724,780+,0-60,20-30,OR,Purchase,Investment,Multi Unit,Servicer_E,2018
LN100310,2022-08-01,183933.87,5.709,700-739,90-100,20-30,NC,Purchase,Primary Residence,Single Family,Servicer_B,2022
LN100311,2022-09-01,1500000.0,4.937,780+,90-100,20-30,CT,Purchase,Primary Residence,Single Family,Servicer_D,2022
LN100312,2018-10-01,315140.39,3.984,700-739,70-80,20-30,CO,Purchase,Primary Residence,Single Family,Servicer_B,2018
LN100313,2019-12-01,117034.83,5.296,580-619,70-80,30-40,SC,Purchase,Primary Residence,Condominium,Servicer_B,2019
LN100314,2019-09-01,397398.23,5.329,580-619,60-70,20-30,TX,Purchase,Primary Residence,Single Family,Servicer_E,2019
LN100315,2022-08-01,151553.63,4.352,740-779,0-60,20-30,AR,Purchase,Primary Residence,Single Family,Servicer_B,2022
LN100316,2023-02-01,412173.65,7.121,700-739,80-90,0-20,NJ,Purchase,Primary Residence,Townhouse,Servicer_D,2023
LN100317,2023-02-01,222612.29,8.135,580-619,0-60,40-50,MT,Refinance,Primary Residence,Single Family,Servicer_B,2023
LN100318,2024-07-01,196286.08,6.569,740-779,0-60,20-30,LA,Purchase,Investment,Townhouse,Servicer_A,2024
LN100319,2023-05-01,605770.77,6.085,780+,60-70,20-30,NC,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN100320,2020-03-01,341375.03,2.627,700-739,0-60,0-20,VA,Refinance,Investment,Single Family,Servicer_A,2020
LN100321,2018-10-01,426923.61,4.564,700-739,70-80,30-40,TN,Refinance,Investment,Single Family,Servicer_D,2018
LN100322,2022-04-01,317559.99,6.814,580-619,80-90,30-40,DE,Purchase,Primary Residence,Single Family,Servicer_B,2022
LN100323,2024-05-01,195784.87,6.819,740-779,80-90,0-20,MS,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN100324,2024-10-01,349920.45,6.786,700-739,70-80,0-20,WA,Purchase,Primary Residence,Condominium,Servicer_A,2024
LN100325,2019-08-01,486155.91,3.315,780+,80-90,0-20,ID,Purchase,Primary Residence,Single Family,Servicer_C,2019
LN100326,2019-08-01,269230.22,4.067,700-739,70-80,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_D,2019
LN100327,2018-04-01,673416.73,4.881,700-739,80-90,40-50,MO,Refinance,Primary Residence,Condominium,Servicer_C,2018
LN100328,2018-12-01,399106.73,4.85,660-699,70-80,20-30,NE,Refinance,Primary Residence,Condominium,Servicer_E,2018
LN100329,2021-11-01,280914.77,3.143,660-699,60-70,20-30,IL,Refinance,Primary Residence,Multi Unit,Servicer_A,2021
LN100330,2021-10-01,287085.05,3.614,740-779,90-100,30-40,VA,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN100331,2020-08-01,269600.53,2.823,700-739,60-70,30-40,NE,Refinance,Primary Residence,Condominium,Servicer_B,2020
LN100332,2020-03-01,125622.27,3.294,700-739,0-60,0-20,NH,Refinance,Second Home,Single Family,Servicer_A,2020
LN100333,2023-10-01,237916.84,5.99,780+,60-70,0-20,MS,Purchase,Primary Residence,Condominium,Servicer_C,2023
LN100334,2021-03-01,282340.41,2.693,780+,60-70,20-30,CA,Purchase,Primary Residence,Single Family,Servicer_D,2021
LN100335,2023-08-01,198862.59,6.58,780+,60-70,30-40,SC,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN100336,2024-09-01,301021.98,7.002,660-699,70-80,30-40,KY,Purchase,Investment,Multi Unit,Servicer_E,2024
LN100337,2020-03-01,252947.01,3.558,740-779,80-90,30-40,IL,Purchase,Primary Residence,Condominium,Servicer_A,2020
LN100338,2019-06-01,382600.54,3.481,780+,60-70,30-40,SC,Purchase,Primary Residence,Condominium,Servicer_C,2019
LN100339,2024-09-01,360024.73,6.577,700-739,70-80,20-30,GA,Purchase,Investment,Single Family,Servicer_B,2024
LN100340,2022-06-01,274073.2,5.728,620-659,60-70,20-30,OH,Purchase,Primary Residence,Condominium,Servicer_C,2022
LN100341,2020-01-01,117859.57,3.4,740-779,80-90,0-20,MS,Purchase,Primary Residence,Single Family,Servicer_A,2020
LN100342,2022-05-01,669384.36,5.417,700-739,0-60,30-40,SC,Purchase,Primary Residence,Single Family,Servicer_E,2022
LN100343,2021-08-01,231231.85,2.443,700-739,0-60,20-30,AZ,Refinance,Primary Residence,Single Family,Servicer_E,2021
LN100344,2024-05-01,239121.88,6.298,780+,70-80,20-30,RI,Refinance,Primary Residence,Single Family,Servicer_B,2024
LN100345,2019-10-01,207073.63,3.751,740-779,70-80,0-20,ID,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN100346,2024-12-01,191107.2,6.888,700-739,80-90,30-40,UT,Purchase,Primary Residence,Condominium,Servicer_C,2024
LN100347,2024-07-01,584462.63,7.547,700-739,70-80,30-40,LA,Refinance,Primary Residence,Single Family,Servicer_C,2024
LN100348,2019-04-01,535813.04,4.21,700-739,80-90,30-40,AL,Purchase,Second Home,Townhouse,Servicer_C,2019
LN100349,2019-02-01,319218.97,4.521,620-659,70-80,0-20,MO,Refinance,Second Home,Townhouse,Servicer_C,2019
LN100350,2021-09-01,235647.21,2.867,740-779,0-60,40-50,AZ,Refinance,Primary Residence,Single Family,Servicer_D,2021
LN100351,2018-04-01,351417.79,3.98,740-779,0-60,30-40,IN,Purchase,Primary Residence,Condominium,Servicer_C,2018
LN100352,2020-02-01,260355.83,3.462,660-699,0-60,30-40,OK,Purchase,Primary Residence,Single Family,Servicer_A,2020
LN100353,2021-01-01,225166.09,2.61,660-699,60-70,30-40,NH,Purchase,Primary Residence,Townhouse,Servicer_E,2021
LN100354,2024-10-01,301093.0,6.204,780+,70-80,40-50,OK,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN100355,2024-12-01,196139.11,8.255,580-619,60-70,40-50,UT,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN100356,2019-01-01,287207.88,4.411,700-739,70-80,20-30,MS,Refinance,Primary Residence,Single Family,Servicer_E,2019
LN100357,2024-03-01,279718.13,6.608,700-739,70-80,20-30,NV,Purchase,Primary Residence,Townhouse,Servicer_A,2024
LN100358,2018-08-01,348304.02,4.023,740-779,70-80,20-30,AZ,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN100359,2023-03-01,177849.13,7.23,660-699,70-80,30-40,IA,Purchase,Primary Residence,Townhouse,Servicer_C,2023
LN100360,2023-12-01,369457.57,6.273,740-779,60-70,30-40,OR,Purchase,Primary Residence,Single Family,Servicer_D,2023
LN100361,2024-03-01,151864.64,6.659,700-739,60-70,0-20,AR,Purchase,Primary Residence,Condominium,Servicer_A,2024
LN100362,2019-07-01,182463.34,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN100363,2024-04-01,186895.97,7.277,620-659,70-80,40-50,CT,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN100364,2018-10-01,138633.32,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,2018
LN100365,2021-08-01,437062.05,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN100366,2021-04-01,146713.55,3.413,660-699,80-90,20-30,NC,Purchase,Second Home,Condominium,Servicer_A,2021
LN100367,2020-03-01,170214.08,3.151,620-659,70-80,30-40,OH,Refinance,Investment,Condominium,Servicer_E,2020
LN100368,2018-02-01,498665.31,4.501,660-699,0-60,30-40,ID,Refinance,Primary Residence,Single Family,Servicer_C,2018
LN100369,2023-05-01,182662.54,6.392,700-739,70-80,20-30,AZ,Refinance,Primary Residence,Single Family,Servicer_D,2023
LN100370,2020-05-01,225423.86,4.402,620-659,80-90,0-20,MD,Purchase,Primary Residence,Single Family,Servicer_E,2020
LN100371,2022-08-01,143286.33,5.29,780+,0-60,40-50,GA,Refinance,Primary Residence,Condominium,Servicer_E,2022
LN100372,2020-11-01,395275.93,2.993,700-739,80-90,0-20,KY,Purchase,Primary Residence,Townhouse,Servicer_D,2020
LN100373,2020-08-01,398284.21,2.737,740-779,0-60,20-30,KS,Purchase,Primary Residence,Townhouse,Servicer_B,2020
LN100374,2024-03-01,375358.35,6.052,780+,70-80,30-40,SC,Refinance,Primary Residence,Townhouse,Servicer_D,2024
LN100375,2018-08-01,335997.03,5.047,620-659,70-80,30-40,KS,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN100376,2023-02-01,260326.06,6.901,740-779,0-60,20-30,DE,Refinance,Primary Residence,Single Family,Servicer_A,2023
LN100377,2023-03-01,187364.09,6.57,780+,90-100,30-40,WV,Purchase,Primary Residence,Townhouse,Servicer_B,2023
LN100378,2020-08-01,159688.94,2.774,740-779,70-80,0-20,AZ,Purchase,Primary Residence,Single Family,Servicer_B,2020
LN100379,2019-11-01,508217.22,4.057,700-739,90-100,30-40,HI,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN100380,2018-01-01,380734.88,4.784,700-739,60-70,0-20,LA,Refinance,Primary Residence,Single Family,Servicer_D,2018
LN100381,2024-07-01,170740.28,7.261,580-619,80-90,30-40,AR,Refinance,Primary Residence,Condominium,Servicer_B,2024
LN100382,2024-08-01,255537.3,7.107,700-739,90-100,30-40,VT,Purchase,Primary Residence,Condominium,Servicer_A,2024
LN100383,2019-09-01,211960.01,3.426,780+,70-80,0-20,LA,Purchase,Primary Residence,Multi Unit,Servicer_A,2019
LN100384,2018-03-01,134416.75,3.742,780+,60-70,0-20,SC,Purchase,Primary Residence,Single Family,Servicer_D,2018
LN100385,2018-11-01,275660.26,5.599,620-659,80-90,30-40,CT,Purchase,Investment,Single Family,Servicer_B,2018
LN100386,2018-06-01,198927.4,4.651,740-779,70-80,0-20,NE,Refinance,Primary Residence,Single Family,Servicer_B,2018
LN100387,2023-10-01,148052.32,7.036,660-699,90-100,0-20,CT,Purchase,Primary Residence,Townhouse,Servicer_D,2023
LN100388,2024-03-01,110823.41,6.968,780+,70-80,20-30,ID,Purchase,Primary Residence,Single Family,Servicer_D,2024
LN100389,2019-01-01,105780.8,4.013,620-659,60-70,40-50,MA,Purchase,Primary Residence,Multi Unit,Servicer_B,2019
LN100390,2023-03-01,203807.63,6.497,780+,0-60,20-30,UT,Purchase,Primary Residence,Single Family,Servicer_C,2023
LN100391,2019-04-01,238569.03,3.935,740-779,80-90,20-30,KS,Refinance,Second Home,Townhouse,Servicer_A,2019
LN100392,2020-07-01,154477.04,3.959,620-659,90-100,40-50,PA,Purchase,Primary Residence,Townhouse,Servicer_E,2020
LN100393,2022-03-01,357583.04,5.617,620-659,0-60,20-30,CA,Purchase,Second Home,Single Family,Servicer_C,2022
LN100394,2023-01-01,241147.87,6.75,740-779,80-90,20-30,IL,Refinance,Primary Residence,Condominium,Servicer_C,2023
LN100395,2024-02-01,343349.14,7.553,660-699,90-100,20-30,NM,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN100396,2018-04-01,226073.46,4.064,700-739,0-60,20-30,MS,Refinance,Second Home,Townhouse,Servicer_C,2018
LN100397,2019-05-01,162153.95,3.17,780+,0-60,20-30,MT,Purchase,Primary Residence,Townhouse,Servicer_B,2019
LN100398,2019-12-01,266194.06,3.909,700-739,80-90,30-40,ND,Purchase,Second Home,Single Family,Servicer_B,2019
